num,Date,Open
196,2015-07-16,10
197,2015-07-17,11
198,2015-07-18,10
199,2015-07-19,8
200,2015-07-20,13
201,2015-07-21,12
202,2015-07-22,12
203,2015-07-23,11
204,2015-07-24,14
205,2015-07-25,16
206,2015-07-26,10
207,2015-07-27,8
208,2015-07-28,16
209,2015-07-29,10
210,2015-07-30,6
211,2015-07-31,13
212,2015-08-01,12
213,2015-08-02,10
214,2015-08-03,14
215,2015-08-04,14
216,2015-08-05,17
217,2015-08-06,18
218,2015-08-07,14
219,2015-08-08,10
220,2015-08-09,15
221,2015-08-10,12
222,2015-08-11,8
223,2015-08-12,9
224,2015-08-13,10
225,2015-08-14,11
226,2015-08-15,9
227,2015-08-16,9
228,2015-08-17,11
229,2015-08-18,11
230,2015-08-19,11
231,2015-08-20,7
232,2015-08-21,21
233,2015-08-22,23
234,2015-08-23,23
235,2015-08-24,8
236,2015-08-25,9
237,2015-08-26,17
238,2015-08-27,11
